factura_id,company_id,periodo,monto_facturado,dias_mora,deuda_actual
56353,2349,1,35008.42,32,6127.01
56354,2349,2,34446.82,80,43177.51
56355,2349,3,32756.05,114,914.06
56356,2349,4,21158.23,5,28578.09
56357,2349,5,48755.51,2,48107.01
56358,2349,6,48743.11,81,46198.18
56359,2349,7,45486.0,2,638.8
56360,2349,8,21451.35,0,47221.13
56361,2349,9,23061.75,37,4471.37
56362,2349,10,54722.27,80,13153.66
56363,2349,11,23229.51,27,44627.33
56364,2349,12,48804.24,2,24654.39
56365,2349,13,43830.31,4,25644.67
56366,2349,14,54759.7,82,14445.62
56367,2349,15,58659.66,4,46998.52
56368,2349,16,6444.1,5,27438.84
56369,2349,17,9563.37,5,18035.88
56370,2349,18,26421.27,92,6706.23
56371,2349,19,23161.95,9,2637.05
56372,2349,20,23044.72,28,25051.52
56373,2349,21,36869.44,83,21443.92
56374,2349,22,30286.33,18,23024.92
56375,2349,23,19564.1,63,37472.85
56376,2349,24,33512.25,45,39126.16
56377,2350,1,7825.41,3,47921.02
56378,2350,2,55362.33,6,41752.34
56379,2350,3,56947.95,7,46745.23
56380,2350,4,51198.28,1,30286.11
56381,2350,5,23758.71,7,49974.1
56382,2350,6,47679.38,7,25461.29
56383,2350,7,23089.01,5,13717.65
56384,2350,8,3757.95,1,11659.68
56385,2350,9,26664.26,2,28994.99
56386,2350,10,9140.27,8,19261.2
56387,2350,11,22491.71,0,27960.83
56388,2350,12,8496.31,7,32441.09
56389,2350,13,53111.99,8,48898.81
56390,2350,14,8052.35,0,10152.86
56391,2350,15,49794.18,1,45600.27
56392,2350,16,19779.71,9,41595.45
56393,2350,17,24761.22,7,6068.72
56394,2350,18,7278.65,9,48518.77
56395,2350,19,19893.79,3,5085.56
56396,2350,20,59458.71,8,47585.35
56397,2350,21,50632.46,0,19672.82
56398,2350,22,53095.32,6,30849.77
56399,2350,23,35167.89,8,47507.67
56400,2350,24,14983.2,6,1347.51
56401,2351,1,23143.87,2,36100.07
56402,2351,2,39078.25,7,30143.62
56403,2351,3,7803.37,8,20812.02
56404,2351,4,30519.52,4,34943.49
56405,2351,5,15550.59,0,19894.97
56406,2351,6,8701.27,2,23386.03
56407,2351,7,24653.72,1,25770.51
56408,2351,8,55228.72,0,13407.55
56409,2351,9,15176.7,5,11130.75
56410,2351,10,32148.12,5,49354.16
56411,2351,11,50664.04,1,21594.58
56412,2351,12,35017.99,2,38298.35
56413,2351,13,43601.97,4,32058.54
56414,2351,14,40709.14,7,37656.65
56415,2351,15,48053.81,6,38582.19
56416,2351,16,18374.37,5,32259.28
56417,2351,17,16116.67,6,18033.2
56418,2351,18,8942.11,0,16174.94
56419,2351,19,8369.96,7,39193.05
56420,2351,20,52599.41,3,9043.29
56421,2351,21,34391.04,6,17784.1
56422,2351,22,12340.44,7,32844.33
56423,2351,23,28358.41,2,34823.46
56424,2351,24,3555.41,3,10508.42
56425,2352,1,31957.62,48,11004.96
56426,2352,2,47631.17,63,4643.12
56427,2352,3,35275.4,55,17868.41
56428,2352,4,5874.15,2,15512.31
56429,2352,5,51867.58,9,16557.26
56430,2352,6,19595.67,8,47800.18
56431,2352,7,48332.93,9,2066.72
56432,2352,8,45250.32,9,37725.96
56433,2352,9,33704.46,73,20283.76
56434,2352,10,55938.77,40,42634.88
56435,2352,11,11017.64,5,39128.11
56436,2352,12,27692.7,79,15488.34
56437,2352,13,58824.86,2,19560.98
56438,2352,14,37854.54,86,45606.59
56439,2352,15,11552.18,106,38723.15
56440,2352,16,54345.98,0,18280.25
56441,2352,17,18705.77,0,25382.83
56442,2352,18,59825.57,34,25813.35
56443,2352,19,44734.83,8,22377.32
56444,2352,20,41768.62,9,16845.43
56445,2352,21,20032.74,3,45488.42
56446,2352,22,47788.04,35,3021.65
56447,2352,23,37314.19,85,11269.62
56448,2352,24,12503.18,1,34779.48
56449,2353,1,29400.66,4,31454.13
56450,2353,2,59703.56,3,13203.84
56451,2353,3,15724.2,0,10412.98
56452,2353,4,37363.17,3,14549.17
56453,2353,5,42567.75,0,18932.15
56454,2353,6,36695.8,1,28282.22
56455,2353,7,59452.45,2,31783.44
56456,2353,8,26065.64,0,41525.2
56457,2353,9,55174.94,3,29178.38
56458,2353,10,11160.49,3,15876.99
56459,2353,11,46701.65,8,45737.75
56460,2353,12,38822.69,6,43824.04
56461,2353,13,51256.66,2,43758.64
56462,2353,14,48544.92,7,17915.47
56463,2353,15,19568.7,6,27668.79
56464,2353,16,54324.87,7,5091.85
56465,2353,17,51252.61,1,42110.93
56466,2353,18,28040.95,0,7666.95
56467,2353,19,59704.61,7,13789.17
56468,2353,20,49664.18,7,17026.17
56469,2353,21,14806.79,2,47279.89
56470,2353,22,8320.88,7,23487.7
56471,2353,23,24877.0,4,12209.6
56472,2353,24,19671.97,9,4942.51
56473,2354,1,39535.09,32,10696.22
56474,2354,2,28580.82,2,16399.08
56475,2354,3,50076.49,54,343.83
56476,2354,4,42036.87,0,30584.41
56477,2354,5,24761.47,48,24533.57
56478,2354,6,13450.49,0,42213.74
56479,2354,7,54366.68,1,17138.79
56480,2354,8,54476.24,0,16652.64
56481,2354,9,50347.82,71,48883.14
56482,2354,10,55714.49,9,32825.35
56483,2354,11,45304.14,3,32300.7
56484,2354,12,15651.77,87,48114.86
56485,2354,13,1370.93,30,32089.05
56486,2354,14,54131.48,3,14509.51
56487,2354,15,35342.49,2,986.73
56488,2354,16,8124.2,32,8451.75
56489,2354,17,26291.04,0,11307.86
56490,2354,18,1946.87,118,17529.46
56491,2354,19,48314.42,3,48196.42
56492,2354,20,32103.63,87,40292.54
56493,2354,21,52564.85,118,38153.0
56494,2354,22,56634.34,53,44843.83
56495,2354,23,1298.27,61,163.52
56496,2354,24,52657.44,6,48904.99
56497,2355,1,22000.22,1,48839.59
56498,2355,2,26644.43,9,20797.57
56499,2355,3,31278.83,1,15169.84
56500,2355,4,24877.97,9,25245.69
56501,2355,5,30543.31,2,40184.32
56502,2355,6,40620.42,3,31885.19
56503,2355,7,29975.72,6,12407.1
56504,2355,8,6459.83,9,34622.49
56505,2355,9,15630.72,1,31068.09
56506,2355,10,49896.17,1,1102.86
56507,2355,11,40276.29,2,35324.46
56508,2355,12,55854.38,6,25039.48
56509,2355,13,51672.74,3,35912.19
56510,2355,14,52715.63,6,23060.09
56511,2355,15,52022.02,0,19485.41
56512,2355,16,8122.36,0,23220.01
56513,2355,17,52412.57,9,24638.9
56514,2355,18,56105.08,2,11143.6
56515,2355,19,56649.72,7,8694.48
56516,2355,20,43770.45,9,41039.2
56517,2355,21,5604.05,8,21381.64
56518,2355,22,29148.71,1,45505.07
56519,2355,23,12203.48,2,3243.64
56520,2355,24,59488.11,1,9680.25
56521,2356,1,15868.58,0,15214.49
56522,2356,2,25397.02,2,16616.06
56523,2356,3,53576.92,6,11064.23
56524,2356,4,59914.56,1,37918.52
56525,2356,5,29844.96,4,37945.47
56526,2356,6,22401.47,4,25683.07
56527,2356,7,48589.94,0,4084.0
56528,2356,8,19368.39,5,2774.98
56529,2356,9,21082.1,3,13952.34
56530,2356,10,24670.27,7,42548.2
56531,2356,11,18160.41,7,29823.54
56532,2356,12,28847.81,8,23444.93
56533,2356,13,23440.71,5,17196.58
56534,2356,14,34674.15,5,10955.62
56535,2356,15,59888.11,9,28701.27
56536,2356,16,29958.87,2,38793.73
56537,2356,17,10906.61,1,22177.89
56538,2356,18,23701.86,7,44814.24
56539,2356,19,40101.73,7,33548.38
56540,2356,20,24780.89,6,3101.89
56541,2356,21,58556.2,6,16731.91
56542,2356,22,35605.05,7,30316.02
56543,2356,23,35878.07,2,16952.17
56544,2356,24,40850.42,0,44225.53
56545,2357,1,38209.01,7,35467.02
56546,2357,2,50394.59,0,48276.6
56547,2357,3,58961.85,6,38086.78
56548,2357,4,31361.61,2,37796.09
56549,2357,5,39725.03,2,8922.29
56550,2357,6,47735.65,2,36778.54
56551,2357,7,14317.14,3,11354.17
56552,2357,8,42627.24,2,16485.19
56553,2357,9,53242.76,2,8464.33
56554,2357,10,2450.93,2,38130.06
56555,2357,11,31333.77,6,5790.24
56556,2357,12,20297.2,4,27972.34
56557,2357,13,54706.89,1,36654.27
56558,2357,14,55381.05,2,14393.58
56559,2357,15,28125.97,5,33075.32
56560,2357,16,15587.32,9,47723.14
56561,2357,17,14106.85,2,45431.54
56562,2357,18,16688.83,2,27753.33
56563,2357,19,41966.86,5,15284.47
56564,2357,20,38899.81,8,39754.19
56565,2357,21,5307.17,5,39617.63
56566,2357,22,13583.62,3,30594.16
56567,2357,23,39018.74,6,32802.51
56568,2357,24,5812.54,1,35218.6
56569,2358,1,32553.25,4,291.78
56570,2358,2,20505.99,3,45077.12
56571,2358,3,19332.62,7,2804.88
56572,2358,4,26412.9,9,25990.79
56573,2358,5,42378.71,0,3055.16
56574,2358,6,18627.71,4,5587.95
56575,2358,7,48794.38,0,4533.48
56576,2358,8,46419.93,9,43343.87
56577,2358,9,43830.99,3,42212.21
56578,2358,10,31147.05,4,23212.02
56579,2358,11,43249.58,4,49470.16
56580,2358,12,26383.39,4,25559.21
56581,2358,13,36210.29,8,9592.62
56582,2358,14,36035.38,3,46300.8
56583,2358,15,12872.35,2,3825.31
56584,2358,16,5120.82,5,11312.56
56585,2358,17,13960.68,5,27885.19
56586,2358,18,38113.08,2,42832.26
56587,2358,19,46187.6,2,3316.58
56588,2358,20,2427.06,1,4284.39
56589,2358,21,43770.92,5,42700.82
56590,2358,22,47768.16,2,36564.18
56591,2358,23,10857.66,0,351.69
56592,2358,24,52440.47,5,24625.39
56593,2359,1,14557.02,0,19826.99
56594,2359,2,51418.21,8,34054.91
56595,2359,3,26956.17,3,35829.03
56596,2359,4,12838.04,6,39729.87
56597,2359,5,25599.3,9,29589.64
56598,2359,6,30508.55,2,41830.44
56599,2359,7,8188.88,0,27185.13
56600,2359,8,44798.15,9,10919.37
56601,2359,9,44123.75,3,25565.81
56602,2359,10,43271.39,1,10640.68
56603,2359,11,42721.4,4,29669.89
56604,2359,12,35804.12,9,49692.92
56605,2359,13,12704.98,6,24556.85
56606,2359,14,56626.75,3,18367.86
56607,2359,15,29108.38,8,45632.18
56608,2359,16,59213.31,7,42219.43
56609,2359,17,44065.22,3,43421.09
56610,2359,18,14284.83,6,47361.18
56611,2359,19,7477.91,1,970.9
56612,2359,20,42088.17,5,8466.36
56613,2359,21,34108.51,8,16865.79
56614,2359,22,39168.27,2,31262.38
56615,2359,23,30544.73,8,43775.49
56616,2359,24,22117.59,9,34621.93
56617,2360,1,40336.95,5,42088.65
56618,2360,2,37488.64,1,5462.62
56619,2360,3,34474.31,1,23610.58
56620,2360,4,30456.92,2,45958.37
56621,2360,5,46796.2,9,36333.61
56622,2360,6,22334.6,4,19200.97
56623,2360,7,50438.72,3,3565.33
56624,2360,8,50286.18,7,810.45
56625,2360,9,1791.26,7,8874.87
56626,2360,10,21754.9,0,39174.76
56627,2360,11,2816.34,2,45941.54
56628,2360,12,53973.4,5,31968.28
56629,2360,13,9679.11,4,32434.97
56630,2360,14,49494.24,7,31981.37
56631,2360,15,7420.96,9,23171.02
56632,2360,16,31788.72,7,16615.14
56633,2360,17,29022.68,8,12151.48
56634,2360,18,36632.74,7,4898.02
56635,2360,19,26638.07,4,47450.97
56636,2360,20,57507.51,2,43993.2
56637,2360,21,32901.19,7,26795.48
56638,2360,22,25427.86,7,42197.78
56639,2360,23,39595.21,6,36947.89
56640,2360,24,8210.64,6,4768.24
56641,2361,1,30235.23,5,31201.86
56642,2361,2,40201.83,0,38220.12
56643,2361,3,34252.15,8,9060.09
56644,2361,4,26116.94,3,23353.61
56645,2361,5,3769.97,7,16006.52
56646,2361,6,39587.95,1,41089.65
56647,2361,7,25956.42,7,32235.96
56648,2361,8,2918.7,0,48771.32
56649,2361,9,37815.73,5,8288.23
56650,2361,10,34432.97,5,3026.01
56651,2361,11,47511.79,6,25131.84
56652,2361,12,19444.94,6,7661.97
56653,2361,13,1382.71,3,25733.45
56654,2361,14,57713.72,6,13515.57
56655,2361,15,22952.35,8,31311.8
56656,2361,16,8320.51,7,34674.23
56657,2361,17,27378.02,2,34802.3
56658,2361,18,4362.02,2,9948.58
56659,2361,19,36340.76,2,32635.44
56660,2361,20,20839.98,7,13396.21
56661,2361,21,39107.13,0,11336.55
56662,2361,22,25868.21,8,8935.67
56663,2361,23,38678.47,2,14841.91
56664,2361,24,46171.2,5,26174.88
56665,2362,1,6067.98,3,15958.37
56666,2362,2,44549.1,8,22396.54
56667,2362,3,18004.62,0,19444.67
56668,2362,4,47247.1,6,33186.62
56669,2362,5,18859.52,5,20535.25
56670,2362,6,35584.55,1,13087.12
56671,2362,7,11483.67,6,23713.51
56672,2362,8,27673.02,3,29836.45
56673,2362,9,42669.92,7,4998.85
56674,2362,10,12111.04,4,11052.9
56675,2362,11,23320.81,9,5858.91
56676,2362,12,55321.46,9,32877.24
56677,2362,13,44785.81,7,713.04
56678,2362,14,27850.27,7,49296.69
56679,2362,15,57304.86,7,5957.71
56680,2362,16,31830.52,8,6300.24
56681,2362,17,12025.02,9,13589.69
56682,2362,18,30324.22,6,43676.03
56683,2362,19,13988.21,8,440.85
56684,2362,20,26551.52,0,16099.86
56685,2362,21,20990.35,2,34261.69
56686,2362,22,44231.06,1,19625.73
56687,2362,23,26609.05,0,2917.4
56688,2362,24,40800.13,6,46354.25
56689,2363,1,17762.76,8,30579.68
56690,2363,2,44017.11,1,16413.04
56691,2363,3,18059.1,5,14725.72
56692,2363,4,5299.02,5,9300.76
56693,2363,5,10183.86,1,421.62
56694,2363,6,58673.92,8,44247.1
56695,2363,7,43163.78,4,19670.04
56696,2363,8,30497.31,5,31419.17
56697,2363,9,31920.04,4,29534.78
56698,2363,10,41078.51,9,13225.78
56699,2363,11,30019.29,0,39039.49
56700,2363,12,33630.79,9,22321.38
56701,2363,13,16468.78,0,11058.88
56702,2363,14,33779.24,2,30612.15
56703,2363,15,27599.7,4,19086.89
56704,2363,16,51455.55,8,21133.28
56705,2363,17,39294.83,6,986.79
56706,2363,18,56677.79,6,9347.18
56707,2363,19,19945.37,7,45215.35
56708,2363,20,45615.07,6,18506.81
56709,2363,21,38476.7,3,17163.19
56710,2363,22,56403.77,2,45054.92
56711,2363,23,23224.29,3,35002.07
56712,2363,24,26922.31,2,20972.4
56713,2364,1,23443.34,6,40218.35
56714,2364,2,43816.17,78,39683.55
56715,2364,3,23595.19,5,21825.36
56716,2364,4,14974.66,9,21141.42
56717,2364,5,58279.32,64,39611.91
56718,2364,6,15480.86,7,12508.9
56719,2364,7,46499.4,85,2942.65
56720,2364,8,55114.72,43,29096.1
56721,2364,9,23773.15,7,7288.84
56722,2364,10,13410.6,50,31587.32
56723,2364,11,15051.77,108,11207.37
56724,2364,12,26454.92,0,19020.24
56725,2364,13,24005.55,3,19024.89
56726,2364,14,13334.82,4,45473.28
56727,2364,15,45044.19,40,49570.5
56728,2364,16,49639.35,2,33009.2
56729,2364,17,52133.85,8,49186.92
56730,2364,18,35981.58,1,19639.3
56731,2364,19,2901.39,6,21898.44
56732,2364,20,9315.77,3,35423.53
56733,2364,21,51806.78,3,33797.67
56734,2364,22,54280.15,0,18008.01
56735,2364,23,50717.98,29,32040.16
56736,2364,24,10600.46,70,48886.29
56737,2365,1,25034.28,9,13308.02
56738,2365,2,41667.67,5,9076.41
56739,2365,3,51903.36,6,42712.75
56740,2365,4,5254.62,4,5770.28
56741,2365,5,20410.69,6,19689.53
56742,2365,6,10546.53,4,23562.55
56743,2365,7,32448.55,1,12211.77
56744,2365,8,29947.77,0,14488.18
56745,2365,9,3330.39,4,39848.17
56746,2365,10,51431.13,5,49515.77
56747,2365,11,50976.8,8,42659.54
56748,2365,12,3016.99,9,19460.15
56749,2365,13,30415.59,3,17230.28
56750,2365,14,4320.71,2,491.67
56751,2365,15,14210.62,2,25228.89
56752,2365,16,11500.29,4,49740.13
56753,2365,17,8301.22,3,10667.29
56754,2365,18,34531.76,6,43746.44
56755,2365,19,20203.54,4,9800.03
56756,2365,20,53277.17,6,31149.4
56757,2365,21,3579.99,8,11074.49
56758,2365,22,52641.1,6,49593.29
56759,2365,23,37524.76,9,42343.72
56760,2365,24,29136.33,3,16712.82
56761,2366,1,38785.8,2,7658.3
56762,2366,2,34493.4,2,21507.92
56763,2366,3,53753.57,6,48618.98
56764,2366,4,54196.48,6,14951.03
56765,2366,5,19457.76,5,6503.86
56766,2366,6,19365.38,7,30414.73
56767,2366,7,45534.22,7,19901.86
56768,2366,8,58231.76,9,41945.42
56769,2366,9,38832.62,4,36922.54
56770,2366,10,55739.5,6,35277.69
56771,2366,11,4027.75,6,25876.25
56772,2366,12,45990.61,9,30748.2
56773,2366,13,39473.19,3,2910.98
56774,2366,14,12569.75,7,4442.18
56775,2366,15,55070.94,5,48470.34
56776,2366,16,58803.4,9,32497.25
56777,2366,17,4125.44,5,25797.58
56778,2366,18,18027.99,6,6746.31
56779,2366,19,39131.18,8,5243.01
56780,2366,20,29234.49,3,15453.4
56781,2366,21,2632.79,1,19881.27
56782,2366,22,38265.15,2,14900.49
56783,2366,23,46420.3,2,25347.55
56784,2366,24,53208.93,7,7430.03
56785,2367,1,35481.58,5,29751.78
56786,2367,2,29499.89,2,27603.86
56787,2367,3,56129.02,2,40624.19
56788,2367,4,1453.03,7,43529.57
56789,2367,5,32104.12,5,25214.92
56790,2367,6,21458.68,8,41805.21
56791,2367,7,13401.36,6,16701.47
56792,2367,8,7595.37,3,26652.39
56793,2367,9,23643.25,4,22141.12
56794,2367,10,2490.33,8,37961.05
56795,2367,11,51134.01,5,44525.47
56796,2367,12,54495.22,8,6882.21
56797,2367,13,13010.03,3,40517.97
56798,2367,14,25963.81,1,46625.59
56799,2367,15,52091.34,7,42590.63
56800,2367,16,38688.63,9,17488.35
56801,2367,17,17375.77,2,27152.34
56802,2367,18,10382.35,3,14145.77
56803,2367,19,32302.1,2,20749.34
56804,2367,20,53271.53,6,4792.52
56805,2367,21,47268.91,2,449.13
56806,2367,22,47401.1,0,48008.28
56807,2367,23,27632.84,6,10936.66
56808,2367,24,38121.32,2,26674.9
56809,2368,1,20947.97,9,30236.12
56810,2368,2,31270.18,3,23746.31
56811,2368,3,13751.93,6,47415.5
56812,2368,4,39322.98,2,16735.98
56813,2368,5,6595.66,4,33615.54
56814,2368,6,51039.28,2,35271.79
56815,2368,7,25756.66,6,26864.63
56816,2368,8,29964.04,0,39564.04
56817,2368,9,4089.04,7,43057.66
56818,2368,10,10850.12,2,12879.73
56819,2368,11,7572.24,1,30245.86
56820,2368,12,24840.14,5,9886.67
56821,2368,13,43694.13,7,49644.05
56822,2368,14,4662.06,1,13461.99
56823,2368,15,23160.58,5,4932.88
56824,2368,16,40480.56,1,36270.85
56825,2368,17,44432.23,7,2702.88
56826,2368,18,5844.29,2,49813.44
56827,2368,19,47328.2,9,19966.16
56828,2368,20,52541.32,8,1998.14
56829,2368,21,42424.1,6,11654.13
56830,2368,22,55790.68,6,7978.65
56831,2368,23,19085.31,7,9150.3
56832,2368,24,56125.33,9,4287.6
56833,2369,1,53505.57,2,35828.57
56834,2369,2,15143.31,1,2099.69
56835,2369,3,1692.16,0,43517.89
56836,2369,4,56588.17,6,44290.79
56837,2369,5,34027.98,8,21945.79
56838,2369,6,25746.42,2,23371.9
56839,2369,7,10448.76,0,9636.23
56840,2369,8,4277.66,7,4854.46
56841,2369,9,1369.21,7,42968.67
56842,2369,10,49306.02,0,41454.22
56843,2369,11,52010.4,0,43492.82
56844,2369,12,59148.72,4,13014.1
56845,2369,13,9325.4,5,9257.87
56846,2369,14,46935.52,7,46906.25
56847,2369,15,58330.71,1,8051.44
56848,2369,16,24012.65,5,30047.97
56849,2369,17,15927.28,0,15637.88
56850,2369,18,58007.4,6,46558.6
56851,2369,19,11637.23,9,20537.77
56852,2369,20,11541.18,5,45077.4
56853,2369,21,5616.32,1,3375.47
56854,2369,22,38381.53,6,31241.09
56855,2369,23,9445.43,2,20591.82
56856,2369,24,39364.74,9,23283.25
56857,2370,1,14667.14,3,33007.63
56858,2370,2,59491.79,0,9765.0
56859,2370,3,43307.87,5,9534.66
56860,2370,4,11464.54,7,40603.05
56861,2370,5,24087.38,5,34103.35
56862,2370,6,6002.1,4,46687.77
56863,2370,7,4734.63,0,9299.6
56864,2370,8,4788.21,6,38589.83
56865,2370,9,20141.77,9,4456.26
56866,2370,10,38445.77,9,23256.62
56867,2370,11,42524.08,7,36774.8
56868,2370,12,40667.74,1,26307.76
56869,2370,13,59244.97,7,33835.48
56870,2370,14,7881.17,9,14263.3
56871,2370,15,59608.27,8,20703.51
56872,2370,16,47181.96,1,36690.89
56873,2370,17,27544.75,2,20849.76
56874,2370,18,15471.36,8,10472.87
56875,2370,19,55534.75,1,22275.5
56876,2370,20,8828.93,9,40671.13
56877,2370,21,32320.1,4,11283.65
56878,2370,22,17627.15,2,2720.95
56879,2370,23,32623.0,0,28327.63
56880,2370,24,41609.3,2,17053.9
56881,2371,1,48595.92,9,43990.01
56882,2371,2,28576.29,0,17090.87
56883,2371,3,52789.53,9,34349.02
56884,2371,4,13583.97,0,28429.47
56885,2371,5,6206.43,4,48236.19
56886,2371,6,17183.45,7,28451.67
56887,2371,7,56259.25,6,16160.02
56888,2371,8,22541.08,1,16438.61
56889,2371,9,2066.39,6,47714.09
56890,2371,10,56349.39,6,14259.45
56891,2371,11,8549.53,7,35732.69
56892,2371,12,12363.59,5,7820.04
56893,2371,13,13926.67,1,4477.43
56894,2371,14,8045.45,2,10606.27
56895,2371,15,56321.32,7,19368.35
56896,2371,16,47570.92,9,49708.14
56897,2371,17,40238.61,6,45997.08
56898,2371,18,56957.34,6,30242.11
56899,2371,19,12462.06,9,13058.57
56900,2371,20,49159.44,2,18659.19
56901,2371,21,36452.27,1,46894.15
56902,2371,22,9753.47,0,6802.82
56903,2371,23,43263.44,0,29120.51
56904,2371,24,36195.04,7,45192.35
56905,2372,1,56707.41,9,48026.82
56906,2372,2,10715.59,5,600.4
56907,2372,3,30245.03,6,21312.01
56908,2372,4,53191.12,9,34260.9
56909,2372,5,25323.2,3,43884.01
56910,2372,6,43403.45,7,33498.68
56911,2372,7,14421.76,7,42452.94
56912,2372,8,5891.83,0,34243.94
56913,2372,9,51070.13,0,35392.01
56914,2372,10,44278.36,7,18943.17
56915,2372,11,26277.56,1,48277.47
56916,2372,12,57884.95,2,45734.21
56917,2372,13,46565.62,4,46912.94
56918,2372,14,34807.38,8,31481.95
56919,2372,15,10057.9,3,37320.07
56920,2372,16,58974.83,0,17733.59
56921,2372,17,53488.74,0,34690.38
56922,2372,18,40604.07,6,20769.22
56923,2372,19,12117.37,1,5973.77
56924,2372,20,7871.98,9,6334.98
56925,2372,21,43431.77,5,22075.59
56926,2372,22,44122.51,7,48017.5
56927,2372,23,35906.45,6,1578.93
56928,2372,24,33819.19,9,22786.38
56929,2373,1,13095.65,7,16765.56
56930,2373,2,48692.77,8,5066.72
56931,2373,3,57965.35,1,45852.06
56932,2373,4,42907.99,2,30015.81
56933,2373,5,39255.26,0,42961.27
56934,2373,6,12256.78,1,42830.13
56935,2373,7,57541.63,4,40796.19
56936,2373,8,5332.86,5,38120.78
56937,2373,9,15815.79,1,3760.54
56938,2373,10,36812.71,0,45336.57
56939,2373,11,45044.65,2,27673.45
56940,2373,12,3767.42,5,15596.97
56941,2373,13,29063.9,4,45203.53
56942,2373,14,35217.82,9,18384.76
56943,2373,15,12921.39,8,1464.45
56944,2373,16,54339.35,0,20275.56
56945,2373,17,6017.62,6,7694.79
56946,2373,18,59304.99,3,45808.41
56947,2373,19,21521.24,1,41184.56
56948,2373,20,35651.29,2,48822.53
56949,2373,21,37171.96,9,49428.91
56950,2373,22,2831.66,6,7353.94
56951,2373,23,56489.91,7,42287.12
56952,2373,24,54579.47,8,32380.22
56953,2374,1,24706.76,7,31795.6
56954,2374,2,22804.49,7,11654.38
56955,2374,3,16928.26,0,3618.51
56956,2374,4,33033.64,9,23004.29
56957,2374,5,22661.64,9,30796.53
56958,2374,6,32378.01,2,26399.87
56959,2374,7,44193.66,8,20140.92
56960,2374,8,26500.25,2,45786.69
56961,2374,9,14477.06,6,47162.44
56962,2374,10,11663.97,3,5959.77
56963,2374,11,17935.65,0,33749.98
56964,2374,12,59261.99,4,16458.18
56965,2374,13,40047.94,2,1057.36
56966,2374,14,10338.31,3,45801.16
56967,2374,15,28800.26,0,15991.08
56968,2374,16,6112.55,1,45288.23
56969,2374,17,15824.97,3,6549.78
56970,2374,18,30279.08,7,44277.91
56971,2374,19,19587.48,3,43357.27
56972,2374,20,16348.84,2,32112.67
56973,2374,21,24972.95,2,15884.35
56974,2374,22,42866.23,4,31422.99
56975,2374,23,1577.51,9,20702.29
56976,2374,24,49456.85,6,4611.88
56977,2375,1,9267.85,7,44976.21
56978,2375,2,52295.36,2,3060.22
56979,2375,3,11582.33,6,41063.76
56980,2375,4,39500.28,5,21378.72
56981,2375,5,28345.72,5,13476.43
56982,2375,6,3925.58,4,20822.83
56983,2375,7,56536.6,3,16975.0
56984,2375,8,45919.84,6,42264.47
56985,2375,9,26877.08,7,29993.14
56986,2375,10,23654.24,8,31739.48
56987,2375,11,40250.62,3,35565.45
56988,2375,12,49275.19,1,20328.3
56989,2375,13,23898.89,6,10439.09
56990,2375,14,47992.37,7,23294.67
56991,2375,15,9105.53,7,8729.24
56992,2375,16,5131.61,5,43030.5
56993,2375,17,19288.71,0,9939.69
56994,2375,18,22733.87,1,44932.07
56995,2375,19,5376.94,6,19373.69
56996,2375,20,54510.38,4,49255.45
56997,2375,21,27170.93,3,44117.83
56998,2375,22,42627.32,6,38075.04
56999,2375,23,1301.53,2,10411.91
57000,2375,24,22709.85,1,17931.17
57001,2376,1,50325.68,2,36071.95
57002,2376,2,9061.79,0,21932.76
57003,2376,3,40807.12,4,15173.15
57004,2376,4,17651.08,7,3320.15
57005,2376,5,47459.63,3,21104.91
57006,2376,6,27538.62,5,24652.07
57007,2376,7,50082.98,9,44194.18
57008,2376,8,48248.23,0,13026.09
57009,2376,9,59072.09,4,34046.82
57010,2376,10,5590.91,1,36535.05
57011,2376,11,38929.41,2,6591.89
57012,2376,12,44657.21,8,9991.26
57013,2376,13,24564.83,0,7714.06
57014,2376,14,15272.64,5,26018.22
57015,2376,15,15299.78,3,12280.66
57016,2376,16,26470.5,3,33924.77
57017,2376,17,28145.95,1,15057.69
57018,2376,18,13485.46,7,9776.65
57019,2376,19,25422.68,8,7207.09
57020,2376,20,54349.5,0,42389.29
57021,2376,21,17347.19,2,41233.16
57022,2376,22,55454.77,3,23603.96
57023,2376,23,31064.37,6,1506.54
57024,2376,24,3285.36,8,28680.62
57025,2377,1,10387.75,8,48141.89
57026,2377,2,3434.49,33,7597.28
57027,2377,3,18677.0,5,29142.21
57028,2377,4,34182.55,4,33617.91
57029,2377,5,48327.2,7,37218.57
57030,2377,6,41968.53,98,20226.45
57031,2377,7,48413.87,4,48705.53
57032,2377,8,22210.69,42,1647.32
57033,2377,9,58576.03,8,10863.1
57034,2377,10,29529.01,1,46329.71
57035,2377,11,12696.24,5,47216.55
57036,2377,12,22280.63,8,26619.76
57037,2377,13,31008.05,38,32897.58
57038,2377,14,23714.23,8,9065.15
57039,2377,15,40337.8,75,40103.56
57040,2377,16,39834.1,7,3519.67
57041,2377,17,28544.15,1,3998.77
57042,2377,18,41492.91,78,22349.31
57043,2377,19,5345.5,76,44313.9
57044,2377,20,39665.26,5,606.6
57045,2377,21,5445.24,6,13326.34
57046,2377,22,53937.25,2,18188.8
57047,2377,23,17006.92,5,20932.51
57048,2377,24,17498.69,116,43999.88
57049,2378,1,55306.56,0,49065.66
57050,2378,2,21662.47,4,28425.46
57051,2378,3,19373.46,1,28613.9
