company_id,ruc,razon_social,sector,region,empleados,segmento,fecha_alta,ejecutivo_comercial,nps,csat
2187,20233693180,Agroindustrial Andes SAC,Agroindustria,Tacna,4653,Mid-Market,9/08/2024,Ejecutivo_38,55,4.71
2188,20302426624,Transportes Perú EIRL,Transporte,Lima,3474,SMB,13/04/2025,Ejecutivo_39,52,4.42
2189,20740571446,Agroindustrial Pacífico SAC,Agroindustria,Piura,8771,Enterprise,7/05/2018,Ejecutivo_40,77,3.92
2190,20406873544,Agroindustrial Inca EIRL,Agroindustria,Cusco,9329,Enterprise,15/09/2017,Ejecutivo_41,94,4.16
2191,20466886583,Clínica Pacífico SAC,Salud,Ica,2178,SMB,27/12/2017,Ejecutivo_42,88,3.56
2192,20835862673,Retail Capital EIRL,Retail,Ica,7350,Mid-Market,25/09/2024,Ejecutivo_43,66,3.79
2193,20320775870,Comunicaciones Norte EIRL,Telecomunicaciones,Trujillo,6804,SMB,8/05/2024,Ejecutivo_44,21,2.5
2194,20269834436,Learning Pacífico SAC,Educación,Cusco,3887,SMB,5/06/2019,Ejecutivo_45,78,4.36
2195,20450509284,Finanzas Pacífico SAC,Finanzas,Lima,817,Mid-Market,13/06/2024,Ejecutivo_46,63,4.8
2196,20073429390,Industrial Sur SAC,Manufactura,Chiclayo,915,Mid-Market,23/01/2024,Ejecutivo_47,83,3.96
2197,20295450380,Manufactura Andes EIRL,Manufactura,Arequipa,3908,Enterprise,7/04/2017,Ejecutivo_48,91,4.78
2198,20150204502,Telecom Pacífico EIRL,Telecomunicaciones,Trujillo,6403,Enterprise,9/10/2016,Ejecutivo_49,78,4.13
2199,20312794337,Obras Andes EIRL,Construcción,Tacna,768,Mid-Market,2/11/2016,Ejecutivo_50,73,4.44
2200,20123590426,Capital Perú SAC,Finanzas,Chiclayo,960,SMB,24/04/2024,Ejecutivo_1,55,4.14
2201,20286625108,Express Capital EIRL,Transporte,Chiclayo,419,Mid-Market,3/02/2022,Ejecutivo_2,85,4.71
2202,20855451460,Industrial Norte SAC,Manufactura,Chiclayo,2446,SMB,19/07/2016,Ejecutivo_3,98,4.15
2203,20511745553,Campos Perú SAC,Agroindustria,Ica,828,Enterprise,19/11/2018,Ejecutivo_4,96,4.9
2204,20272816733,Producción Perú EIRL,Manufactura,Huancayo,1067,Mid-Market,17/01/2021,Ejecutivo_5,67,4.22
2205,20157562641,Distribuidora Perú SAC,Retail,Lima,4564,Enterprise,11/10/2018,Ejecutivo_6,89,3.55
2206,20818762099,Telecom Norte EIRL,Telecomunicaciones,Huancayo,2737,Mid-Market,20/11/2016,Ejecutivo_7,61,4.25
2207,20196303995,Systems Norte SAC,Tecnología,Cusco,9935,Mid-Market,19/01/2016,Ejecutivo_8,60,4.13
2208,20450599822,Networks Inca SAC,Telecomunicaciones,Lima,5800,Mid-Market,29/08/2018,Ejecutivo_9,61,4.75
2209,20234388804,Comunicaciones Andes SAC,Telecomunicaciones,Cusco,8422,SMB,7/05/2022,Ejecutivo_10,87,4.35
2210,20202593645,Finanzas Sur EIRL,Finanzas,Cajamarca,6790,Enterprise,8/08/2022,Ejecutivo_11,80,4.03
2211,20134275576,Logística Capital SAC,Transporte,Tacna,4330,Enterprise,10/01/2024,Ejecutivo_12,72,4.35
2212,20490443183,Transportes Perú EIRL,Transporte,Arequipa,9107,Mid-Market,29/04/2016,Ejecutivo_13,58,4.1
2213,20310297711,Retail Inca EIRL,Retail,Arequipa,4658,Mid-Market,16/05/2016,Ejecutivo_14,30,2.03
2214,20792651732,Systems Andes SAC,Tecnología,Ica,5861,SMB,17/09/2017,Ejecutivo_15,9,1.14
2215,20087392219,Infraestructura Andes SAC,Construcción,Huancayo,7248,Enterprise,11/08/2017,Ejecutivo_16,5,1.02
2216,20573767105,Farmacéutica Norte SAC,Salud,Huancayo,5800,Mid-Market,20/09/2024,Ejecutivo_17,55,4.02
2217,20707459915,Campos Sur EIRL,Agroindustria,Lima,2153,Enterprise,27/11/2017,Ejecutivo_18,92,3.74
2218,20500202683,Salud Pacífico EIRL,Salud,Cusco,777,Enterprise,11/01/2025,Ejecutivo_19,56,4.14
2219,20345029586,Producción Norte SAC,Manufactura,Cusco,6859,Enterprise,19/12/2023,Ejecutivo_20,33,1.6
2220,20409346754,Telecom Andes SAC,Telecomunicaciones,Huancayo,6841,SMB,14/11/2016,Ejecutivo_21,65,4.11
2221,20881013827,Ingeniería Andes EIRL,Construcción,Ica,9244,Enterprise,23/02/2018,Ejecutivo_22,55,3.56
2222,20133460184,Constructora Capital EIRL,Construcción,Piura,952,Mid-Market,10/01/2025,Ejecutivo_23,52,3.65
2223,20882532083,Transportes Perú SAC,Transporte,Arequipa,3070,SMB,9/08/2017,Ejecutivo_24,57,4.58
2224,20636038917,Infraestructura Norte SAC,Construcción,Tacna,7822,SMB,2/10/2017,Ejecutivo_25,86,4.04
2225,20894767200,Networks Perú EIRL,Telecomunicaciones,Piura,1538,Enterprise,24/10/2018,Ejecutivo_26,59,4.62
2226,20107071634,Capital Perú EIRL,Finanzas,Ica,7982,Enterprise,18/04/2019,Ejecutivo_27,62,4.46
2227,20123708511,Finanzas Capital EIRL,Finanzas,Huancayo,4102,Mid-Market,27/03/2016,Ejecutivo_28,98,3.62
2228,20454569729,Agro Norte EIRL,Agroindustria,Tacna,2836,Mid-Market,23/07/2023,Ejecutivo_29,98,3.72
2229,20927671377,Inversiones Inca SAC,Finanzas,Huancayo,1373,Enterprise,11/02/2016,Ejecutivo_30,55,3.7
2230,20639561266,Infraestructura Capital SAC,Construcción,Trujillo,1010,SMB,28/11/2018,Ejecutivo_31,66,3.53
2231,20557371388,Producción Andes SAC,Manufactura,Trujillo,5173,Enterprise,8/09/2024,Ejecutivo_32,23,1.77
2232,20346144662,Comercial Andes SAC,Retail,Piura,6539,Enterprise,12/04/2019,Ejecutivo_33,33,1.86
2233,20041176142,Telecom Sur SAC,Telecomunicaciones,Tacna,2163,Mid-Market,20/02/2024,Ejecutivo_34,88,4.02
2234,20831968636,Obras Andes EIRL,Construcción,Arequipa,9035,Enterprise,26/06/2022,Ejecutivo_35,86,4.58
2235,20656896987,Industrial Capital EIRL,Manufactura,Arequipa,6538,Enterprise,26/07/2023,Ejecutivo_36,95,4.26
2236,20004837936,Digital Inca SAC,Tecnología,Cajamarca,8311,Mid-Market,7/11/2023,Ejecutivo_37,67,4.34
2237,20922912706,Salud Capital EIRL,Salud,Tacna,6934,Mid-Market,10/07/2019,Ejecutivo_38,64,4.33
2238,20040629118,Agro Pacífico SAC,Agroindustria,Lima,4366,Mid-Market,9/04/2021,Ejecutivo_39,73,4.61
2239,20471830181,Logística Norte SAC,Transporte,Tacna,3909,Mid-Market,18/05/2019,Ejecutivo_40,97,4.22
2240,20757898497,Agroindustrial Sur SAC,Agroindustria,Huancayo,142,Mid-Market,13/12/2022,Ejecutivo_41,86,3.52
2241,20522171148,Distribuidora Norte SAC,Retail,Lima,1970,SMB,5/06/2025,Ejecutivo_42,85,4.83
2242,20818981061,Comunicaciones Inca EIRL,Telecomunicaciones,Huancayo,6431,Mid-Market,9/09/2018,Ejecutivo_43,12,2.37
2243,20163129755,Clínica Inca SAC,Salud,Tacna,3464,Mid-Market,27/11/2017,Ejecutivo_44,97,4.29
2244,20949637881,Express Perú EIRL,Transporte,Arequipa,6913,SMB,5/04/2019,Ejecutivo_45,83,3.99
2245,20682013071,Agro Norte SAC,Agroindustria,Trujillo,9884,Enterprise,27/11/2017,Ejecutivo_46,51,4.54
2246,20163361317,Manufactura Andes SAC,Manufactura,Trujillo,9275,Enterprise,10/04/2019,Ejecutivo_47,67,3.72
2247,20049037295,Academia Pacífico SAC,Educación,Piura,3464,Mid-Market,29/08/2016,Ejecutivo_48,54,4.04
2248,20835639981,Market Norte EIRL,Retail,Arequipa,9904,Mid-Market,12/09/2016,Ejecutivo_49,12,1.15
2249,20922551741,Manufactura Sur SAC,Manufactura,Huancayo,2140,Enterprise,20/05/2019,Ejecutivo_50,30,2.29
2250,20581476212,Campos Sur SAC,Agroindustria,Cajamarca,8464,Mid-Market,24/01/2016,Ejecutivo_1,96,4.87
2251,20186399454,Farmacéutica Capital SAC,Salud,Lima,2943,Enterprise,14/08/2016,Ejecutivo_2,74,4.43
2252,20156309307,Clínica Pacífico SAC,Salud,Chiclayo,2883,Mid-Market,7/08/2022,Ejecutivo_3,52,4.2
2253,20909645987,Networks Sur EIRL,Telecomunicaciones,Chiclayo,5460,SMB,15/02/2022,Ejecutivo_4,29,1.7
2254,20177351668,Comercial Norte SAC,Retail,Piura,8231,Enterprise,21/06/2019,Ejecutivo_5,70,4.86
2255,20367072173,Ingeniería Andes EIRL,Construcción,Ica,2066,SMB,15/01/2022,Ejecutivo_6,92,4.13
2256,20422241983,Comercial Sur SAC,Retail,Arequipa,3923,Mid-Market,28/11/2022,Ejecutivo_7,92,3.75
2257,20236540181,Systems Sur SAC,Tecnología,Piura,4064,Mid-Market,14/06/2017,Ejecutivo_8,86,4.29
2258,20484202435,Market Pacífico SAC,Retail,Tacna,296,Enterprise,16/05/2018,Ejecutivo_9,87,4.25
2259,20511861564,Agroindustrial Inca EIRL,Agroindustria,Arequipa,4889,SMB,12/09/2022,Ejecutivo_10,94,4.18
2260,20475398913,Campos Pacífico SAC,Agroindustria,Huancayo,3976,SMB,4/10/2022,Ejecutivo_11,86,4.28
2261,20451908261,Software Pacífico SAC,Tecnología,Lima,4259,SMB,11/11/2017,Ejecutivo_12,84,3.59
2262,20565942992,Constructora Sur SAC,Construcción,Cajamarca,8283,SMB,10/09/2024,Ejecutivo_13,53,4.78
2263,20669692295,Logística Inca EIRL,Transporte,Trujillo,9980,Mid-Market,24/05/2021,Ejecutivo_14,73,3.95
2264,20118390934,Farmacéutica Perú EIRL,Salud,Trujillo,4209,Mid-Market,1/04/2021,Ejecutivo_15,99,4.25
2265,20662834633,Retail Pacífico SAC,Retail,Ica,1776,Enterprise,4/10/2019,Ejecutivo_16,92,4.26
2266,20375186694,Retail Andes EIRL,Retail,Lima,1603,SMB,7/06/2022,Ejecutivo_17,23,2.86
2267,20424382692,Cloud Inca EIRL,Tecnología,Arequipa,489,Enterprise,30/07/2017,Ejecutivo_18,74,3.87
2268,20435095288,Inversiones Perú EIRL,Finanzas,Cusco,7910,SMB,8/03/2016,Ejecutivo_19,77,4.89
2269,20703969645,Agroindustrial Norte EIRL,Agroindustria,Cusco,6851,Enterprise,17/08/2016,Ejecutivo_20,12,1.76
2270,20650471883,Finanzas Capital EIRL,Finanzas,Ica,1276,SMB,13/09/2016,Ejecutivo_21,52,3.89
2271,20428873449,Cloud Capital EIRL,Tecnología,Trujillo,4767,Mid-Market,27/09/2016,Ejecutivo_22,72,3.86
2272,20679899470,Networks Inca EIRL,Telecomunicaciones,Chiclayo,5763,Mid-Market,8/08/2022,Ejecutivo_23,61,4.78
2273,20690149711,Infraestructura Sur SAC,Construcción,Lima,9431,Mid-Market,27/09/2021,Ejecutivo_24,78,3.78
2274,20156756650,Clínica Capital EIRL,Salud,Lima,9886,Mid-Market,9/01/2017,Ejecutivo_25,62,4.68
2275,20016744923,Finanzas Norte EIRL,Finanzas,Arequipa,1485,Mid-Market,27/02/2021,Ejecutivo_26,78,4.77
2276,20985045056,Clínica Norte EIRL,Salud,Piura,6858,Mid-Market,12/11/2021,Ejecutivo_27,88,4.67
2277,20402428617,Agro Inca EIRL,Agroindustria,Huancayo,2521,SMB,5/01/2024,Ejecutivo_28,80,4.29
2278,20714025038,Learning Andes EIRL,Educación,Trujillo,9404,Mid-Market,24/11/2017,Ejecutivo_29,79,4.47
2279,20648163849,Manufactura Sur SAC,Manufactura,Tacna,1587,Enterprise,24/10/2018,Ejecutivo_30,77,4.82
2280,20635853010,Networks Capital SAC,Telecomunicaciones,Ica,9466,Mid-Market,11/04/2018,Ejecutivo_31,30,2.49
2281,20951930485,Ingeniería Inca EIRL,Construcción,Trujillo,4404,Enterprise,6/08/2016,Ejecutivo_32,64,3.74
2282,20703656203,Manufactura Pacífico EIRL,Manufactura,Piura,3992,SMB,18/09/2022,Ejecutivo_33,50,4.62
2283,20439468963,Telecom Pacífico EIRL,Telecomunicaciones,Piura,1936,Enterprise,11/11/2022,Ejecutivo_34,51,4.25
2284,20335761707,Constructora Sur SAC,Construcción,Huancayo,8635,SMB,28/12/2017,Ejecutivo_35,59,4.79
2285,20457762626,Salud Inca EIRL,Salud,Arequipa,2204,SMB,10/04/2023,Ejecutivo_36,90,4.13
2286,20089897747,Comunicaciones Norte EIRL,Telecomunicaciones,Cajamarca,9431,SMB,1/03/2024,Ejecutivo_37,74,4.2
2287,20348529537,Inversiones Sur EIRL,Finanzas,Arequipa,6206,Mid-Market,5/01/2024,Ejecutivo_38,99,3.56
2288,20376768740,Manufactura Capital SAC,Manufactura,Cajamarca,1664,Mid-Market,6/05/2024,Ejecutivo_39,57,4.84
2289,20675149753,Transportes Capital EIRL,Transporte,Tacna,1488,SMB,4/03/2024,Ejecutivo_40,81,4
2290,20330990009,Constructora Pacífico EIRL,Construcción,Cusco,2822,SMB,19/02/2018,Ejecutivo_41,35,2.08
2291,20565823445,Comercial Capital EIRL,Retail,Cajamarca,824,SMB,15/09/2017,Ejecutivo_42,61,4.46
2292,20535232660,Academia Sur EIRL,Educación,Cajamarca,9100,Mid-Market,8/03/2025,Ejecutivo_43,94,4.76
2293,20091103495,Tech Pacífico EIRL,Tecnología,Ica,6793,Enterprise,13/02/2025,Ejecutivo_44,73,4.92
2294,20511815837,Telecom Perú EIRL,Telecomunicaciones,Cusco,5998,Enterprise,28/06/2025,Ejecutivo_45,60,4.16
2295,20447761868,Distribuidora Inca SAC,Retail,Trujillo,5776,Enterprise,17/06/2025,Ejecutivo_46,69,4.25
2296,20966682905,Software Sur EIRL,Tecnología,Piura,5019,Enterprise,18/06/2021,Ejecutivo_47,31,2.73
2297,20995089142,Cargo Inca EIRL,Transporte,Trujillo,579,Mid-Market,27/09/2021,Ejecutivo_48,28,1.27
2298,20927640547,Medical Perú SAC,Salud,Ica,2209,Mid-Market,12/02/2024,Ejecutivo_49,57,3.87
2299,20140513186,Farmacéutica Andes SAC,Salud,Piura,3960,Mid-Market,23/12/2018,Ejecutivo_50,64,4.08
2300,20733891478,Software Inca EIRL,Tecnología,Ica,5471,SMB,14/03/2017,Ejecutivo_1,58,3.51
2301,20420359441,Cargo Inca EIRL,Transporte,Piura,8008,Enterprise,26/08/2019,Ejecutivo_2,58,4.82
2302,20351866477,Logística Capital EIRL,Transporte,Chiclayo,4851,Enterprise,25/09/2024,Ejecutivo_3,55,4.34
2303,20518302585,Ingeniería Perú SAC,Construcción,Piura,2950,Enterprise,16/02/2023,Ejecutivo_4,4,1.86
2304,20815398852,Distribuidora Capital EIRL,Retail,Arequipa,4019,Mid-Market,23/04/2020,Ejecutivo_5,88,3.67
2305,20599098412,Infraestructura Norte EIRL,Construcción,Piura,9204,Enterprise,23/11/2017,Ejecutivo_6,80,4.63
2306,20675923831,Comunicaciones Pacífico SAC,Telecomunicaciones,Ica,1541,Enterprise,7/02/2020,Ejecutivo_7,73,4.06
2307,20800381463,Clínica Norte SAC,Salud,Arequipa,3511,Enterprise,1/01/2016,Ejecutivo_8,75,4.21
2308,20195973091,Logística Pacífico SAC,Transporte,Arequipa,3225,SMB,1/10/2019,Ejecutivo_9,97,4.41
2309,20341146133,Obras Andes EIRL,Construcción,Ica,9003,Enterprise,8/07/2019,Ejecutivo_10,83,4.72
2310,20015303044,Inversiones Pacífico SAC,Finanzas,Lima,6297,Enterprise,17/05/2017,Ejecutivo_11,72,4.57
2311,20109659845,Manufactura Norte SAC,Manufactura,Lima,3464,Enterprise,24/07/2021,Ejecutivo_12,69,3.83
2312,20345418299,Manufactura Sur EIRL,Manufactura,Cusco,2350,Enterprise,10/09/2024,Ejecutivo_13,21,1.72
2313,20520641910,Express Norte EIRL,Transporte,Huancayo,3593,Mid-Market,1/02/2018,Ejecutivo_14,28,1.39
2314,20910082242,Infraestructura Sur EIRL,Construcción,Lima,9615,Mid-Market,12/11/2024,Ejecutivo_15,51,4.14
2315,20682217562,Infraestructura Norte SAC,Construcción,Piura,8118,Enterprise,14/07/2021,Ejecutivo_16,92,4.85
2316,20208347910,Networks Norte EIRL,Telecomunicaciones,Tacna,8163,Enterprise,27/11/2021,Ejecutivo_17,96,3.93
2317,20722870322,Capital Andes EIRL,Finanzas,Ica,9619,Enterprise,11/11/2020,Ejecutivo_18,72,4.46
2318,20859724387,Systems Capital EIRL,Tecnología,Huancayo,8705,Mid-Market,29/02/2016,Ejecutivo_19,57,4.83
2319,20520580286,Cargo Perú EIRL,Transporte,Trujillo,2501,Mid-Market,12/06/2019,Ejecutivo_20,9,1.52
2320,20224065474,Telecom Pacífico SAC,Telecomunicaciones,Huancayo,8478,Enterprise,21/09/2017,Ejecutivo_21,74,3.67
2321,20090418985,Networks Norte EIRL,Telecomunicaciones,Chiclayo,3881,Mid-Market,30/11/2024,Ejecutivo_22,77,4.47
2322,20016556238,Networks Pacífico SAC,Telecomunicaciones,Lima,7295,Enterprise,26/12/2020,Ejecutivo_23,93,4.77
2323,20656993136,Producción Norte EIRL,Manufactura,Ica,5112,Mid-Market,27/02/2023,Ejecutivo_24,24,1.14
2324,20290113860,Systems Sur SAC,Tecnología,Arequipa,6524,SMB,10/04/2016,Ejecutivo_25,80,4.08
2325,20719903803,Distribuidora Capital EIRL,Retail,Trujillo,2920,SMB,3/03/2024,Ejecutivo_26,92,4.49
2326,20382944191,Obras Capital EIRL,Construcción,Piura,2015,Mid-Market,15/02/2024,Ejecutivo_27,82,4.05
2327,20534728395,Producción Sur SAC,Manufactura,Cusco,5656,Enterprise,14/07/2018,Ejecutivo_28,51,4.88
2328,20095326708,Infraestructura Inca SAC,Construcción,Trujillo,3308,Enterprise,10/04/2019,Ejecutivo_29,63,4.28
2329,20562925822,Learning Inca EIRL,Educación,Ica,9218,Enterprise,13/07/2024,Ejecutivo_30,66,3.63
2330,20832353068,Transportes Capital SAC,Transporte,Ica,3179,SMB,22/09/2017,Ejecutivo_31,85,4.93
2331,20676780964,Consulting Norte EIRL,Finanzas,Ica,4692,Enterprise,21/08/2016,Ejecutivo_32,53,4.41
2332,20495975213,Educativa Inca EIRL,Educación,Trujillo,3841,SMB,24/12/2024,Ejecutivo_33,80,3.8
2333,20559289748,Salud Inca EIRL,Salud,Cusco,7732,Mid-Market,6/08/2023,Ejecutivo_34,57,4.05
2334,20486267511,Manufactura Perú SAC,Manufactura,Lima,1183,Mid-Market,18/04/2025,Ejecutivo_35,76,3.77
2335,20453496551,Campos Inca EIRL,Agroindustria,Cusco,9608,SMB,19/08/2017,Ejecutivo_36,63,4.36
2336,20967896300,Consulting Pacífico SAC,Finanzas,Lima,5025,Mid-Market,21/03/2019,Ejecutivo_37,63,4.14
2337,20016301597,Clínica Sur SAC,Salud,Piura,7504,Enterprise,2/10/2016,Ejecutivo_38,7,2.97
2338,20284834927,Logística Pacífico SAC,Transporte,Ica,1350,SMB,11/07/2019,Ejecutivo_39,71,4.34
2339,20601804033,Networks Perú EIRL,Telecomunicaciones,Cusco,273,SMB,7/03/2016,Ejecutivo_40,73,4.05
2340,20373586671,Comercial Perú EIRL,Retail,Tacna,6886,Mid-Market,21/12/2021,Ejecutivo_41,95,4.97
2341,20605392609,Inversiones Pacífico EIRL,Finanzas,Lima,3030,SMB,23/04/2018,Ejecutivo_42,69,4.86
2342,20627205364,Comunicaciones Capital EIRL,Telecomunicaciones,Trujillo,4214,Mid-Market,16/02/2025,Ejecutivo_43,85,4.19
2343,20856728502,Agro Perú SAC,Agroindustria,Ica,5276,Mid-Market,18/02/2018,Ejecutivo_44,66,4.41
2344,20830775582,Inversiones Sur SAC,Finanzas,Lima,845,Enterprise,21/05/2018,Ejecutivo_45,97,4.6
2345,20439567844,Express Andes EIRL,Transporte,Chiclayo,5593,Mid-Market,2/03/2020,Ejecutivo_46,31,1.32
2346,20751991981,Telecom Inca SAC,Telecomunicaciones,Arequipa,4223,Mid-Market,16/08/2019,Ejecutivo_47,73,4.88
2347,20294414925,Manufactura Pacífico SAC,Manufactura,Piura,8806,SMB,16/07/2023,Ejecutivo_48,63,3.72
2348,20838597477,Infraestructura Pacífico SAC,Construcción,Ica,2755,Mid-Market,14/12/2023,Ejecutivo_49,66,4.59
2349,20907055494,Consulting Capital EIRL,Finanzas,Lima,1896,Enterprise,28/06/2016,Ejecutivo_50,16,1.52
2350,20877156922,Clínica Andes EIRL,Salud,Arequipa,5847,SMB,2/08/2016,Ejecutivo_1,75,4.95
2351,20763415359,Cloud Pacífico SAC,Tecnología,Trujillo,8986,Mid-Market,25/12/2021,Ejecutivo_2,54,4.01
2352,20115477349,Industrial Perú SAC,Manufactura,Huancayo,3655,Enterprise,20/03/2017,Ejecutivo_3,27,1.44
2353,20872255785,Salud Capital EIRL,Salud,Ica,2854,Enterprise,12/02/2024,Ejecutivo_4,94,3.72
2354,20474168557,Comercial Andes EIRL,Retail,Tacna,8717,SMB,8/04/2020,Ejecutivo_5,10,2.17
2355,20328555809,Campos Pacífico SAC,Agroindustria,Ica,2387,Mid-Market,6/08/2022,Ejecutivo_6,80,4.28
2356,20758166028,Consulting Sur EIRL,Finanzas,Huancayo,8483,Mid-Market,23/01/2024,Ejecutivo_7,56,4.75
2357,20623347040,Comercial Capital SAC,Retail,Cusco,3651,Enterprise,7/01/2018,Ejecutivo_8,74,3.93
2358,20147973418,Obras Inca EIRL,Construcción,Huancayo,5897,Enterprise,8/06/2025,Ejecutivo_9,87,3.92
2359,20745601703,Inversiones Perú SAC,Finanzas,Piura,216,Mid-Market,10/05/2024,Ejecutivo_10,65,4.89
2360,20759001706,Telecom Perú SAC,Telecomunicaciones,Lima,1615,SMB,22/11/2022,Ejecutivo_11,85,3.78
2361,20786928551,Campos Pacífico SAC,Agroindustria,Piura,9119,Enterprise,11/07/2022,Ejecutivo_12,84,4.66
2362,20938967635,Transportes Sur EIRL,Transporte,Trujillo,1235,Enterprise,15/02/2025,Ejecutivo_13,96,4.55
2363,20589607072,Comunicaciones Andes EIRL,Telecomunicaciones,Tacna,5852,Enterprise,17/12/2019,Ejecutivo_14,94,4.06
2364,20133513901,Learning Andes EIRL,Educación,Chiclayo,1971,Mid-Market,2/06/2024,Ejecutivo_15,31,2.05
2365,20427493663,Salud Norte EIRL,Salud,Trujillo,8711,Mid-Market,20/10/2017,Ejecutivo_16,56,3.57
2366,20714803007,Producción Capital EIRL,Manufactura,Lima,4182,Mid-Market,29/09/2023,Ejecutivo_17,61,4.06
2367,20582608252,Clínica Capital EIRL,Salud,Chiclayo,8984,Mid-Market,30/10/2016,Ejecutivo_18,51,4.01
2368,20941288669,Telecom Sur EIRL,Telecomunicaciones,Huancayo,3757,SMB,14/04/2023,Ejecutivo_19,72,4.65
2369,20321425261,Ingeniería Sur SAC,Construcción,Cajamarca,9704,Mid-Market,21/09/2016,Ejecutivo_20,75,3.81
2370,20594657446,Infraestructura Capital SAC,Construcción,Ica,2192,SMB,23/02/2019,Ejecutivo_21,72,3.63
2371,20544118185,Capital Andes EIRL,Finanzas,Cusco,2846,SMB,24/06/2019,Ejecutivo_22,82,4.45
2372,20805203881,Farmacéutica Inca SAC,Salud,Cajamarca,6200,Mid-Market,29/03/2024,Ejecutivo_23,96,4.32
2373,20841847146,Agro Inca EIRL,Agroindustria,Piura,1226,Enterprise,29/12/2021,Ejecutivo_24,72,4.61
2374,20483335401,Logística Perú SAC,Transporte,Cusco,1141,Enterprise,10/02/2024,Ejecutivo_25,75,4.03
2375,20603087647,Express Andes SAC,Transporte,Arequipa,9206,Enterprise,10/02/2016,Ejecutivo_26,58,4.3
2376,20676183762,Industrial Sur SAC,Manufactura,Cusco,4798,Enterprise,17/11/2021,Ejecutivo_27,92,4.76
2377,20671621720,Agroindustrial Perú EIRL,Agroindustria,Piura,1244,Enterprise,8/11/2020,Ejecutivo_28,30,2.99
2378,20804186930,Learning Capital EIRL,Educación,Piura,9170,Enterprise,28/01/2023,Ejecutivo_29,89,4.05
2379,20564967419,Express Capital EIRL,Transporte,Ica,6985,SMB,11/07/2016,Ejecutivo_30,82,3.99
2380,20390649097,Infraestructura Perú EIRL,Construcción,Huancayo,9460,Mid-Market,6/09/2021,Ejecutivo_31,78,4.26
2381,20519701815,Digital Pacífico SAC,Tecnología,Tacna,3050,Enterprise,8/08/2017,Ejecutivo_32,72,4.39
2382,20829670742,Agro Andes EIRL,Agroindustria,Lima,1269,Mid-Market,22/04/2019,Ejecutivo_33,94,4.55
2383,20625260221,Capital Perú SAC,Finanzas,Trujillo,4319,SMB,21/04/2018,Ejecutivo_34,98,4.51
2384,20887548029,Campos Capital SAC,Agroindustria,Cusco,5813,Enterprise,8/10/2024,Ejecutivo_35,36,2.52
2385,20843910657,Clínica Norte SAC,Salud,Piura,838,SMB,1/01/2019,Ejecutivo_36,56,4.17
2386,20546935102,Finanzas Inca EIRL,Finanzas,Huancayo,1246,SMB,9/12/2017,Ejecutivo_37,84,3.77
2387,20283319558,Obras Perú SAC,Construcción,Cajamarca,9793,SMB,29/09/2019,Ejecutivo_38,89,4.91
2388,20359717717,Campos Inca SAC,Agroindustria,Cusco,7241,Mid-Market,19/03/2018,Ejecutivo_39,79,4.33
2389,20687094124,Digital Perú EIRL,Tecnología,Huancayo,980,SMB,26/01/2019,Ejecutivo_40,96,3.58
2390,20648389533,Telecom Pacífico SAC,Telecomunicaciones,Trujillo,8890,Enterprise,30/11/2016,Ejecutivo_41,67,4.97
2391,20876776006,Networks Pacífico SAC,Telecomunicaciones,Lima,4885,Enterprise,8/01/2024,Ejecutivo_42,66,4.81
2392,20317303324,Clínica Pacífico EIRL,Salud,Tacna,7898,Mid-Market,9/08/2022,Ejecutivo_43,76,3.8
2393,20574510484,Networks Capital EIRL,Telecomunicaciones,Tacna,6458,Mid-Market,11/09/2017,Ejecutivo_44,62,4.95
2394,20731815605,Educativa Norte EIRL,Educación,Huancayo,1400,SMB,15/06/2022,Ejecutivo_45,76,4.35
2395,20799594761,Retail Inca SAC,Retail,Chiclayo,7290,SMB,29/07/2017,Ejecutivo_46,64,4.63
2396,20647545657,Constructora Inca EIRL,Construcción,Huancayo,6651,Enterprise,24/03/2025,Ejecutivo_47,94,4.04
2397,20226934854,Learning Capital EIRL,Educación,Cajamarca,6962,Enterprise,10/04/2024,Ejecutivo_48,88,3.94
2398,20984685606,Digital Norte SAC,Tecnología,Chiclayo,8291,Mid-Market,6/10/2017,Ejecutivo_49,82,4.48
2399,20613826870,Campos Norte SAC,Agroindustria,Tacna,6977,Mid-Market,3/02/2016,Ejecutivo_50,76,3.54
2400,20957039962,Manufactura Inca EIRL,Manufactura,Huancayo,9711,Mid-Market,7/03/2016,Ejecutivo_1,80,4.89
2401,20711073512,Farmacéutica Inca SAC,Salud,Trujillo,1446,Enterprise,11/04/2024,Ejecutivo_2,83,4.58
2402,20068243233,Agroindustrial Andes SAC,Agroindustria,Arequipa,8351,SMB,20/02/2018,Ejecutivo_3,17,1.78
2403,20399344606,Salud Capital SAC,Salud,Huancayo,4183,Enterprise,14/05/2021,Ejecutivo_4,61,4.36
2404,20306952357,Systems Norte EIRL,Tecnología,Trujillo,9849,SMB,14/10/2022,Ejecutivo_5,78,4.65
2405,20941285370,Comunicaciones Capital SAC,Telecomunicaciones,Piura,5423,SMB,22/08/2023,Ejecutivo_6,50,3.8
2406,20487531198,Comunicaciones Pacífico EIRL,Telecomunicaciones,Tacna,3174,SMB,27/08/2021,Ejecutivo_7,64,4.5
2407,20542805376,Software Andes EIRL,Tecnología,Tacna,9980,Mid-Market,30/03/2023,Ejecutivo_8,54,4.87
