servicio_id,company_id,tipo_servicio,plazo_meses,monto_mensual,sla_contratado,renovacion_automatica
8333,2737,Ciberseguridad Gestionada,36,19594.29,99.95,Si
8334,2737,SD-WAN,12,14342.87,99.9,Si
8335,2737,Voz IP,36,21757.9,99.9,Si
8336,2737,SD-WAN,24,14016.58,99.5,No
8337,2738,Internet Dedicado,12,15444.56,99.95,Si
8338,2738,Internet Dedicado,12,21410.71,99.9,Si
8339,2738,MPLS,24,6717.95,99.5,Si
8340,2738,Cloud,12,19625.31,99.95,Si
8341,2738,Internet Dedicado,24,9933.62,99.9,No
8342,2739,Voz IP,36,15320.77,99.95,Si
8343,2739,Cloud,24,5695.93,99.95,Si
8344,2739,Voz IP,24,16408.79,99.5,No
8345,2740,MPLS,24,23769.43,99.9,No
8346,2740,Data Center,12,12257.76,99.95,Si
8347,2740,Ciberseguridad Gestionada,12,18691.69,99.5,Si
8348,2741,Cloud,36,11158.88,99.95,No
8349,2741,Cloud,36,23816.28,99.9,Si
8350,2741,Voz IP,24,6117.85,99.95,No
8351,2741,Cloud,24,24798.85,99.95,Si
8352,2741,SD-WAN,36,16336.67,99.95,Si
8353,2742,Data Center,24,20171.23,99.5,Si
8354,2743,Ciberseguridad Gestionada,24,6658.74,99.9,Si
8355,2743,Internet Dedicado,24,606.73,99.95,Si
8356,2743,Internet Dedicado,12,12145.68,99.95,Si
8357,2743,Internet Dedicado,12,24009.57,99.5,No
8358,2744,Internet Dedicado,36,2905.94,99.95,Si
8359,2744,Voz IP,36,17382.59,99.9,Si
8360,2744,SD-WAN,24,18494.51,99.5,No
8361,2744,Internet Dedicado,12,22968.63,99.95,No
8362,2744,SD-WAN,24,20827.03,99.95,Si
8363,2745,Internet Dedicado,12,6555.59,99.9,Si
8364,2745,Ciberseguridad Gestionada,24,19026.17,99.9,Si
8365,2745,Data Center,36,21530.91,99.5,Si
8366,2745,Voz IP,12,2392.87,99.5,Si
8367,2745,SD-WAN,24,17131.58,99.9,Si
8368,2746,MPLS,36,11683.03,99.95,No
8369,2746,SD-WAN,12,21476.85,99.5,No
8370,2746,SD-WAN,12,13521.51,99.9,No
8371,2747,Internet Dedicado,12,22951.12,99.95,No
8372,2748,Internet Dedicado,12,9232.78,99.9,Si
8373,2748,Internet Dedicado,36,9291.73,99.5,Si
8374,2748,Internet Dedicado,12,17958.39,99.5,No
8375,2748,Data Center,36,6623.96,99.95,No
8376,2749,Data Center,12,8643.2,99.5,No
8377,2750,Cloud,24,10796.82,99.9,Si
8378,2751,Data Center,36,23636.89,99.95,No
8379,2752,Ciberseguridad Gestionada,12,24998.5,99.5,Si
8380,2752,Cloud,36,6305.65,99.95,No
8381,2752,Cloud,24,16571.25,99.5,No
8382,2752,SD-WAN,36,21217.7,99.9,Si
8383,2753,Data Center,36,9438.3,99.95,Si
8384,2753,Internet Dedicado,24,19575.92,99.5,Si
8385,2753,Voz IP,24,13758.5,99.5,Si
8386,2753,MPLS,12,14169.18,99.5,Si
8387,2753,Ciberseguridad Gestionada,24,13605.84,99.9,No
8388,2754,SD-WAN,24,7750.08,99.5,No
8389,2754,Data Center,36,19317.81,99.95,Si
8390,2754,SD-WAN,24,8179.4,99.9,Si
8391,2754,Voz IP,36,23043.16,99.5,No
8392,2755,Ciberseguridad Gestionada,12,12305.74,99.9,No
8393,2756,Cloud,12,12101.48,99.95,Si
8394,2756,Cloud,12,11289.73,99.9,Si
8395,2757,Ciberseguridad Gestionada,36,19224.5,99.95,Si
8396,2757,Voz IP,24,4662.5,99.5,No
8397,2757,Ciberseguridad Gestionada,36,10577.72,99.5,Si
8398,2757,Voz IP,12,2789.71,99.5,No
8399,2757,Internet Dedicado,24,6500.61,99.95,Si
8400,2758,Voz IP,12,14209.51,99.5,No
8401,2758,Cloud,24,21029.62,99.5,No
8402,2758,Ciberseguridad Gestionada,36,8532.06,99.95,No
8403,2759,Ciberseguridad Gestionada,24,6063.62,99.95,Si
8404,2760,Voz IP,36,15542.74,99.95,Si
8405,2760,Data Center,12,8332.46,99.9,Si
8406,2760,Internet Dedicado,24,7119.48,99.9,Si
8407,2760,Data Center,36,20105.99,99.9,No
8408,2761,Cloud,36,23249.8,99.95,No
8409,2762,Voz IP,36,21248.71,99.95,Si
8410,2763,MPLS,36,1739.37,99.95,Si
8411,2763,MPLS,12,20588.58,99.9,Si
8412,2763,SD-WAN,24,24855.33,99.5,Si
8413,2764,Voz IP,24,5072.79,99.5,Si
8414,2764,SD-WAN,24,782.46,99.5,No
8415,2764,Cloud,36,3622.33,99.95,Si
8416,2764,Data Center,24,24141.32,99.9,No
8417,2764,SD-WAN,24,18113.41,99.95,Si
8418,2765,MPLS,12,22607.01,99.5,Si
8419,2765,Cloud,24,1373.72,99.9,Si
8420,2765,Ciberseguridad Gestionada,36,22594.57,99.5,Si
8421,2766,SD-WAN,12,22295.9,99.5,Si
8422,2766,Ciberseguridad Gestionada,12,24549.75,99.9,Si
8423,2767,Voz IP,36,5371.73,99.95,Si
8424,2767,MPLS,36,18274.29,99.95,Si
8425,2767,Voz IP,24,24491.59,99.5,Si
8426,2767,Voz IP,36,11588.76,99.5,Si
8427,2768,Cloud,12,8896.44,99.5,Si
8428,2768,Voz IP,36,10854.73,99.5,No
8429,2769,MPLS,24,20911.6,99.9,Si
8430,2769,SD-WAN,12,7622.79,99.9,Si
8431,2770,Data Center,36,4112.57,99.95,Si
8432,2770,Ciberseguridad Gestionada,36,11789.15,99.95,Si
8433,2770,Internet Dedicado,12,14173.91,99.95,Si
8434,2770,Ciberseguridad Gestionada,12,21434.04,99.9,Si
8435,2771,Voz IP,12,21359.6,99.9,No
8436,2771,MPLS,36,15857.67,99.5,No
8437,2771,MPLS,24,14358.25,99.9,No
8438,2771,MPLS,12,12830.07,99.95,No
8439,2771,Internet Dedicado,12,12795.44,99.5,No
8440,2772,MPLS,12,12460.27,99.9,Si
8441,2773,Ciberseguridad Gestionada,36,2698.16,99.95,Si
8442,2773,Ciberseguridad Gestionada,24,16797.45,99.9,No
8443,2773,SD-WAN,24,3398.6,99.9,Si
8444,2773,MPLS,12,22695.09,99.95,Si
8445,2774,Data Center,36,6156.52,99.95,Si
8446,2774,Internet Dedicado,24,17723.78,99.5,Si
8447,2774,MPLS,12,7133.66,99.95,No
8448,2774,MPLS,12,12753.87,99.9,Si
8449,2774,Ciberseguridad Gestionada,12,11293.38,99.9,No
8450,2775,Data Center,12,11581.57,99.5,Si
8451,2775,MPLS,36,15635.48,99.95,No
8452,2775,Internet Dedicado,12,11898.28,99.5,Si
8453,2776,Ciberseguridad Gestionada,24,18978.34,99.95,Si
8454,2777,Ciberseguridad Gestionada,24,4441.19,99.5,No
8455,2777,SD-WAN,36,21788.39,99.9,Si
8456,2777,Internet Dedicado,12,24572.65,99.5,Si
8457,2778,Ciberseguridad Gestionada,24,532.28,99.95,Si
8458,2778,Cloud,24,11710.8,99.95,No
8459,2778,Voz IP,24,20728.28,99.95,Si
8460,2778,Ciberseguridad Gestionada,12,4563.87,99.5,Si
8461,2778,Voz IP,36,15840.1,99.5,Si
8462,2779,Voz IP,36,21987.55,99.95,Si
8463,2779,MPLS,24,11481.32,99.5,No
8464,2779,Internet Dedicado,24,18826.4,99.5,No
8465,2780,Ciberseguridad Gestionada,24,23931.91,99.5,Si
8466,2780,Voz IP,12,21865.08,99.95,Si
8467,2780,Internet Dedicado,24,4597.47,99.95,No
8468,2781,Cloud,24,10392.61,99.5,No
8469,2781,Internet Dedicado,12,23308.71,99.9,No
8470,2781,MPLS,24,22793.85,99.95,No
8471,2781,SD-WAN,12,1245.74,99.5,Si
8472,2781,MPLS,36,20883.27,99.5,Si
8473,2782,MPLS,12,2986.59,99.5,No
8474,2783,Voz IP,36,23711.62,99.95,Si
8475,2783,Cloud,36,7269.84,99.9,No
8476,2783,Ciberseguridad Gestionada,24,3794.0,99.5,Si
8477,2783,MPLS,24,16231.52,99.5,Si
8478,2784,MPLS,24,1541.04,99.5,Si
8479,2784,MPLS,24,24605.27,99.9,Si
8480,2785,Internet Dedicado,24,5295.02,99.5,No
8481,2786,Data Center,36,9862.6,99.9,Si
8482,2786,Internet Dedicado,24,15178.28,99.9,No
8483,2787,SD-WAN,36,8863.66,99.95,Si
8484,2787,MPLS,36,5749.51,99.5,No
8485,2787,SD-WAN,24,5247.55,99.5,Si
8486,2788,Cloud,12,13671.61,99.95,Si
8487,2788,SD-WAN,36,23744.58,99.95,Si
8488,2788,MPLS,12,2925.99,99.9,Si
8489,2789,MPLS,24,11447.63,99.9,Si
8490,2789,Data Center,36,21938.01,99.95,No
8491,2790,Voz IP,24,13590.33,99.9,Si
8492,2791,Data Center,24,20544.84,99.5,Si
8493,2792,Internet Dedicado,24,21127.39,99.9,No
8494,2792,SD-WAN,36,10855.48,99.9,No
8495,2792,Internet Dedicado,36,4545.7,99.9,Si
8496,2793,Ciberseguridad Gestionada,36,20228.14,99.95,Si
8497,2793,Ciberseguridad Gestionada,24,12103.16,99.5,Si
8498,2793,Ciberseguridad Gestionada,24,8969.15,99.5,Si
8499,2794,Data Center,12,5316.33,99.5,Si
8500,2794,SD-WAN,24,12341.19,99.5,Si
8501,2794,SD-WAN,12,2837.11,99.5,Si
8502,2794,Voz IP,12,20919.0,99.9,No
8503,2794,SD-WAN,24,10790.46,99.5,Si
8504,2795,MPLS,12,21834.24,99.9,No
8505,2795,Voz IP,12,3193.28,99.9,No
8506,2795,Ciberseguridad Gestionada,12,16630.14,99.5,No
8507,2796,Internet Dedicado,36,19325.87,99.95,No
8508,2796,Data Center,12,1916.25,99.95,Si
8509,2796,Data Center,12,24374.28,99.5,Si
8510,2797,Ciberseguridad Gestionada,24,1994.41,99.95,Si
8511,2797,Internet Dedicado,36,1393.5,99.5,Si
8512,2797,Data Center,24,2893.58,99.5,Si
8513,2798,Ciberseguridad Gestionada,36,9361.45,99.5,Si
8514,2798,Ciberseguridad Gestionada,24,21834.13,99.95,Si
8515,2798,Data Center,36,12276.25,99.5,Si
8516,2798,Ciberseguridad Gestionada,12,13251.47,99.95,Si
8517,2798,SD-WAN,24,6970.26,99.9,No
8518,2799,SD-WAN,24,21764.32,99.95,Si
8519,2799,MPLS,12,5568.99,99.95,No
8520,2800,Ciberseguridad Gestionada,36,3125.8,99.5,Si
8521,2800,Internet Dedicado,24,7868.56,99.5,Si
8522,2800,Internet Dedicado,24,11428.02,99.9,No
8523,2801,Cloud,24,11526.62,99.95,Si
8524,2802,SD-WAN,36,10418.06,99.5,No
8525,2802,Internet Dedicado,12,3294.58,99.9,No
8526,2803,Voz IP,12,17297.12,99.5,Si
8527,2803,Data Center,12,15681.86,99.95,No
8528,2804,Internet Dedicado,36,23327.89,99.5,Si
8529,2804,SD-WAN,12,7891.66,99.9,Si
8530,2804,Ciberseguridad Gestionada,36,17843.19,99.5,Si
8531,2804,Internet Dedicado,24,4383.76,99.95,Si
8532,2804,Cloud,24,19202.16,99.9,No
8533,2805,MPLS,36,19832.25,99.5,Si
8534,2805,SD-WAN,24,4122.33,99.95,Si
8535,2805,Internet Dedicado,36,3631.1,99.5,Si
8536,2806,MPLS,12,12621.32,99.9,Si
8537,2806,MPLS,36,9453.54,99.5,No
8538,2807,SD-WAN,24,3538.4,99.95,Si
8539,2807,Cloud,36,19667.13,99.5,No
8540,2807,Cloud,12,16081.08,99.9,Si
8541,2807,Voz IP,36,10682.0,99.5,No
8542,2807,Cloud,36,15402.6,99.95,Si
8543,2808,Internet Dedicado,24,21171.44,99.5,Si
8544,2809,Cloud,36,15543.45,99.5,No
8545,2809,MPLS,36,16541.32,99.9,Si
8546,2809,Data Center,12,7524.21,99.9,No
8547,2810,MPLS,24,18355.18,99.95,No
8548,2810,SD-WAN,12,19747.02,99.95,Si
8549,2810,Data Center,24,17538.53,99.5,Si
8550,2811,Voz IP,36,5014.14,99.9,Si
8551,2812,SD-WAN,24,21666.02,99.95,Si
8552,2812,Internet Dedicado,12,24517.6,99.95,No
8553,2812,Voz IP,12,5507.03,99.9,No
8554,2812,Voz IP,36,8543.59,99.5,Si
8555,2813,Internet Dedicado,36,8158.92,99.95,Si
8556,2814,Internet Dedicado,12,15558.99,99.5,No
8557,2814,Voz IP,12,1883.41,99.9,No
8558,2814,Data Center,24,14490.52,99.95,No
8559,2814,Ciberseguridad Gestionada,12,23051.82,99.9,No
8560,2815,Voz IP,12,4669.46,99.9,Si
8561,2815,Cloud,12,7574.29,99.9,Si
8562,2815,SD-WAN,12,15759.17,99.95,Si
8563,2816,Internet Dedicado,12,1853.44,99.5,Si
8564,2816,Internet Dedicado,24,4264.81,99.5,Si
8565,2817,SD-WAN,36,8656.6,99.5,Si
8566,2817,Ciberseguridad Gestionada,36,2860.81,99.5,No
8567,2818,SD-WAN,24,20220.24,99.9,No
8568,2819,Internet Dedicado,24,13472.0,99.95,No
8569,2819,Voz IP,24,1303.08,99.5,Si
8570,2819,Ciberseguridad Gestionada,24,9308.61,99.5,Si
8571,2819,Voz IP,12,9370.74,99.5,Si
8572,2819,SD-WAN,12,19713.53,99.9,No
8573,2820,Ciberseguridad Gestionada,24,24595.89,99.95,Si
8574,2820,Ciberseguridad Gestionada,12,24104.69,99.9,Si
8575,2820,Voz IP,36,15525.76,99.95,Si
8576,2820,Cloud,36,1438.37,99.9,Si
8577,2821,Cloud,24,1690.44,99.9,No
8578,2821,Internet Dedicado,12,4860.62,99.95,No
8579,2822,Cloud,12,9278.91,99.9,No
8580,2823,MPLS,24,13833.56,99.5,Si
8581,2823,Voz IP,12,4798.4,99.5,No
8582,2823,Data Center,12,18587.66,99.95,Si
8583,2823,Cloud,24,5645.32,99.5,Si
8584,2824,Data Center,24,17480.98,99.9,Si
8585,2824,Internet Dedicado,12,1206.16,99.5,Si
8586,2824,Voz IP,24,18533.95,99.95,Si
8587,2824,Voz IP,12,12544.6,99.95,Si
8588,2825,Internet Dedicado,12,6661.63,99.95,Si
8589,2826,Cloud,12,17881.57,99.5,Si
8590,2827,SD-WAN,24,21318.16,99.9,No
8591,2827,SD-WAN,36,7527.95,99.5,No
8592,2828,Data Center,36,13817.63,99.95,Si
8593,2828,SD-WAN,24,622.38,99.5,No
8594,2828,Ciberseguridad Gestionada,12,5340.85,99.5,Si
8595,2829,Internet Dedicado,12,5867.71,99.5,Si
8596,2829,Voz IP,12,11362.34,99.95,Si
8597,2829,Internet Dedicado,36,14054.35,99.95,No
8598,2830,MPLS,12,17850.08,99.9,Si
8599,2830,Internet Dedicado,12,16123.19,99.9,Si
8600,2830,Ciberseguridad Gestionada,24,8159.38,99.5,Si
8601,2830,Cloud,12,7354.64,99.95,No
8602,2830,Cloud,12,5635.62,99.9,No
8603,2831,Data Center,36,13046.04,99.95,Si
8604,2831,Voz IP,36,2466.82,99.5,No
8605,2831,Ciberseguridad Gestionada,12,6291.05,99.5,No
8606,2832,Data Center,12,8103.89,99.9,Si
8607,2832,Ciberseguridad Gestionada,12,4910.46,99.95,Si
8608,2832,SD-WAN,24,1569.74,99.95,Si
8609,2833,Ciberseguridad Gestionada,12,17091.63,99.5,No
8610,2834,Data Center,12,14798.96,99.5,Si
8611,2835,Ciberseguridad Gestionada,36,2395.17,99.9,No
8612,2835,SD-WAN,24,14231.77,99.9,Si
8613,2835,Ciberseguridad Gestionada,36,600.78,99.5,Si
8614,2835,Internet Dedicado,12,21192.32,99.95,Si
8615,2835,Ciberseguridad Gestionada,24,6417.45,99.9,Si
8616,2836,Voz IP,24,11638.66,99.5,No
8617,2837,Cloud,36,22864.61,99.9,No
8618,2837,Data Center,36,23051.64,99.9,No
8619,2837,Voz IP,24,13661.43,99.9,No
8620,2838,Voz IP,36,8886.28,99.95,No
8621,2838,Data Center,36,24420.8,99.95,Si
8622,2838,MPLS,24,14713.29,99.9,No
8623,2838,MPLS,36,3191.95,99.5,No
8624,2838,Data Center,12,20978.01,99.95,Si
8625,2839,Data Center,36,17664.98,99.5,Si
8626,2839,MPLS,24,6900.97,99.5,Si
8627,2839,Cloud,36,5560.21,99.9,Si
8628,2839,Internet Dedicado,24,5354.04,99.9,No
8629,2839,Internet Dedicado,36,1009.39,99.9,Si
8630,2840,Internet Dedicado,24,22632.9,99.5,No
8631,2841,Ciberseguridad Gestionada,12,11117.34,99.5,Si
8632,2841,Ciberseguridad Gestionada,24,20732.27,99.5,Si
8633,2841,Ciberseguridad Gestionada,12,20777.21,99.5,Si
8634,2842,Data Center,24,10296.55,99.5,No
8635,2842,MPLS,12,5640.15,99.95,Si
8636,2842,Cloud,24,15615.74,99.5,Si
8637,2842,Cloud,36,1012.29,99.95,Si
8638,2843,SD-WAN,24,11577.44,99.95,Si
8639,2843,Internet Dedicado,24,13428.24,99.9,Si
8640,2843,Cloud,12,2810.74,99.95,Si
8641,2843,MPLS,12,24955.71,99.5,Si
8642,2843,SD-WAN,24,4113.23,99.95,No
8643,2844,Internet Dedicado,12,11205.53,99.95,No
8644,2845,Cloud,36,5449.39,99.95,Si
8645,2845,Data Center,12,20675.9,99.95,Si
8646,2845,SD-WAN,12,5621.81,99.9,No
8647,2846,Internet Dedicado,12,15109.81,99.9,No
8648,2846,Internet Dedicado,36,4299.54,99.95,Si
8649,2846,Ciberseguridad Gestionada,12,13419.1,99.9,Si
8650,2846,MPLS,12,16401.46,99.95,Si
8651,2847,Cloud,24,12012.25,99.95,Si
8652,2848,Cloud,24,16773.02,99.5,Si
8653,2848,Cloud,36,16001.78,99.95,Si
8654,2849,Ciberseguridad Gestionada,24,19118.43,99.95,No
8655,2850,Data Center,12,15579.9,99.5,Si
8656,2850,Data Center,12,16005.42,99.95,Si
8657,2850,Ciberseguridad Gestionada,24,10247.14,99.5,Si
8658,2850,Ciberseguridad Gestionada,36,14327.62,99.95,No
8659,2851,Voz IP,12,1358.35,99.5,No
8660,2851,Data Center,24,15416.82,99.9,Si
8661,2852,Ciberseguridad Gestionada,12,14290.36,99.5,Si
8662,2852,Cloud,24,4738.53,99.9,No
8663,2852,Cloud,36,13329.63,99.5,Si
8664,2853,Cloud,36,7277.79,99.95,Si
8665,2853,Data Center,24,7166.03,99.5,No
8666,2853,SD-WAN,12,1405.49,99.95,Si
8667,2853,Voz IP,12,24386.55,99.95,Si
8668,2853,SD-WAN,24,7191.92,99.95,Si
8669,2854,Data Center,24,2167.38,99.9,Si
8670,2854,Cloud,24,16586.38,99.95,No
8671,2854,Voz IP,24,15819.34,99.5,Si
8672,2854,MPLS,36,16848.29,99.5,Si
8673,2855,Cloud,36,14296.13,99.95,No
8674,2855,Internet Dedicado,12,23499.82,99.9,Si
8675,2855,MPLS,36,3593.23,99.5,Si
8676,2855,SD-WAN,36,8370.06,99.95,Si
8677,2856,Cloud,24,15882.93,99.95,Si
8678,2856,MPLS,12,21552.76,99.9,Si
8679,2856,MPLS,36,21734.78,99.9,Si
8680,2857,Cloud,12,7107.07,99.5,Si
8681,2858,MPLS,12,11967.07,99.9,Si
8682,2858,Internet Dedicado,24,4071.55,99.95,No
8683,2859,Cloud,24,22650.17,99.9,Si
8684,2859,MPLS,12,2354.75,99.5,No
8685,2859,Data Center,36,20414.82,99.95,Si
8686,2859,Data Center,36,8463.04,99.9,No
8687,2860,Cloud,36,14382.8,99.9,No
8688,2861,Voz IP,12,9578.24,99.95,No
8689,2861,Internet Dedicado,36,4041.35,99.9,Si
8690,2861,Data Center,24,18650.76,99.9,No
8691,2861,Data Center,36,2027.43,99.9,No
8692,2862,Internet Dedicado,12,20151.71,99.9,No
8693,2862,SD-WAN,12,21082.67,99.95,Si
8694,2863,Cloud,36,23542.12,99.9,No
8695,2864,Ciberseguridad Gestionada,36,7547.8,99.95,Si
8696,2864,SD-WAN,24,10743.19,99.95,No
8697,2864,Voz IP,24,16890.83,99.95,No
8698,2864,Ciberseguridad Gestionada,24,17862.01,99.95,Si
8699,2865,MPLS,12,1649.43,99.95,Si
8700,2865,Voz IP,36,21587.01,99.5,Si
8701,2866,MPLS,12,15559.62,99.9,Si
8702,2866,Cloud,24,4329.43,99.5,Si
8703,2866,Ciberseguridad Gestionada,24,2026.43,99.9,Si
8704,2866,MPLS,36,2833.0,99.9,Si
8705,2866,Voz IP,24,7010.13,99.95,Si
8706,2867,Cloud,12,6314.42,99.5,Si
8707,2867,SD-WAN,24,5390.88,99.5,No
8708,2867,Ciberseguridad Gestionada,12,4856.44,99.9,No
8709,2867,Voz IP,12,10126.31,99.5,No
8710,2867,SD-WAN,36,18620.96,99.5,No
8711,2868,SD-WAN,12,2152.07,99.5,Si
8712,2868,SD-WAN,12,11661.38,99.5,Si
8713,2868,MPLS,36,15225.52,99.9,Si
8714,2868,Internet Dedicado,24,7109.75,99.9,Si
8715,2869,Ciberseguridad Gestionada,36,21143.63,99.9,Si
8716,2870,Ciberseguridad Gestionada,12,3136.94,99.95,Si
8717,2871,Cloud,24,9728.82,99.95,Si
8718,2871,Data Center,24,13700.46,99.9,Si
8719,2872,Voz IP,12,4389.76,99.95,No
8720,2873,MPLS,12,5068.6,99.95,No
8721,2874,SD-WAN,24,2832.78,99.5,Si
8722,2874,SD-WAN,12,6408.26,99.9,Si
8723,2874,Voz IP,24,19692.92,99.5,Si
8724,2874,Ciberseguridad Gestionada,36,20903.44,99.9,Si
8725,2874,Internet Dedicado,12,4132.81,99.95,No
8726,2875,Cloud,24,20232.75,99.95,Si
8727,2875,Internet Dedicado,12,17734.14,99.9,No
8728,2875,MPLS,24,2036.22,99.9,Si
8729,2875,Cloud,24,20300.75,99.5,Si
8730,2875,SD-WAN,24,21370.31,99.95,Si
8731,2876,MPLS,12,17045.46,99.95,No
8732,2876,Internet Dedicado,36,19987.52,99.95,Si
8733,2877,MPLS,24,6988.49,99.5,Si
8734,2877,Internet Dedicado,36,11079.05,99.9,Si
8735,2878,Cloud,24,671.65,99.9,No
8736,2878,Internet Dedicado,36,23007.74,99.5,No
8737,2878,SD-WAN,36,5885.22,99.95,No
8738,2879,MPLS,24,6345.41,99.9,Si
8739,2879,Cloud,36,16659.45,99.5,Si
8740,2880,Data Center,12,3026.48,99.95,Si
8741,2881,Cloud,12,4861.81,99.95,No
8742,2881,Data Center,12,20639.97,99.9,No
8743,2881,Internet Dedicado,36,1354.01,99.9,Si
8744,2881,Data Center,24,14493.06,99.9,No
8745,2882,Voz IP,12,1652.92,99.95,Si
8746,2882,Voz IP,24,9973.44,99.5,No
8747,2882,MPLS,24,23062.91,99.5,Si
8748,2882,Cloud,12,8567.63,99.9,Si
8749,2882,Internet Dedicado,36,9176.89,99.95,Si
8750,2883,Cloud,24,11055.79,99.9,Si
8751,2883,Ciberseguridad Gestionada,36,15017.93,99.9,Si
8752,2884,Ciberseguridad Gestionada,24,15333.38,99.5,No
8753,2884,Data Center,12,22851.98,99.95,No
8754,2884,Internet Dedicado,36,635.36,99.95,Si
8755,2885,SD-WAN,24,1452.53,99.9,No
8756,2885,Data Center,12,10686.89,99.5,Si
8757,2885,Ciberseguridad Gestionada,12,22845.58,99.95,No
8758,2886,SD-WAN,36,11704.75,99.95,Si
8759,2886,SD-WAN,36,23379.67,99.9,Si
8760,2886,Data Center,24,22482.96,99.9,No
8761,2886,MPLS,12,11261.28,99.5,Si
8762,2886,SD-WAN,12,4625.18,99.5,No
8763,2887,Internet Dedicado,12,4549.74,99.5,Si
8764,2887,Cloud,36,17966.1,99.5,Si
8765,2887,Internet Dedicado,12,23265.5,99.95,Si
8766,2887,Ciberseguridad Gestionada,36,19624.17,99.95,Si
8767,2887,Voz IP,36,3206.81,99.9,Si
8768,2888,SD-WAN,36,23335.89,99.5,Si
8769,2888,Internet Dedicado,36,16779.11,99.5,Si
8770,2888,Cloud,12,18177.06,99.5,Si
8771,2889,Data Center,36,12141.47,99.95,Si
8772,2889,MPLS,36,9690.11,99.9,Si
8773,2889,Internet Dedicado,36,22691.08,99.5,No
8774,2890,MPLS,36,24402.85,99.5,Si
8775,2890,Internet Dedicado,24,10632.12,99.95,Si
8776,2891,Cloud,36,3398.6,99.95,No
8777,2891,Ciberseguridad Gestionada,12,11563.74,99.9,No
8778,2891,Voz IP,36,7153.06,99.9,No
8779,2892,Cloud,24,3865.31,99.95,No
8780,2892,Cloud,36,19306.07,99.5,Si
8781,2892,Cloud,36,20637.73,99.5,No
8782,2892,Voz IP,12,13416.41,99.95,Si
8783,2893,Cloud,36,13693.22,99.95,Si
8784,2893,SD-WAN,36,4919.54,99.9,Si
8785,2894,Internet Dedicado,36,14489.2,99.5,No
8786,2894,Cloud,12,3820.35,99.9,Si
8787,2895,Voz IP,24,3775.02,99.9,Si
8788,2896,Internet Dedicado,24,3790.23,99.95,No
8789,2896,Cloud,12,8791.15,99.95,No
8790,2896,Ciberseguridad Gestionada,24,19897.48,99.5,Si
8791,2897,SD-WAN,24,12154.02,99.5,No
8792,2897,SD-WAN,36,17924.44,99.9,Si
8793,2897,Internet Dedicado,36,2049.53,99.5,Si
8794,2898,SD-WAN,36,24510.79,99.95,No
8795,2898,Cloud,24,16056.32,99.9,No
8796,2899,MPLS,36,15572.93,99.5,Si
8797,2899,MPLS,24,5872.89,99.9,Si
8798,2899,MPLS,12,3462.98,99.9,No
8799,2899,Data Center,24,9003.78,99.95,No
8800,2900,Ciberseguridad Gestionada,24,22330.69,99.95,Si
8801,2900,Ciberseguridad Gestionada,12,15244.64,99.95,Si
8802,2900,Data Center,24,698.07,99.5,Si
8803,2900,Cloud,12,11035.61,99.95,Si
8804,2900,Internet Dedicado,36,6244.45,99.5,Si
8805,2901,Internet Dedicado,36,20000.09,99.5,Si
8806,2901,SD-WAN,36,3589.5,99.95,Si
8807,2901,Data Center,12,4044.95,99.9,No
8808,2902,SD-WAN,36,21572.8,99.95,Si
8809,2902,SD-WAN,36,22792.33,99.95,Si
8810,2902,MPLS,12,16614.64,99.5,No
8811,2902,Internet Dedicado,24,18411.36,99.5,Si
8812,2903,MPLS,12,21511.47,99.5,Si
8813,2903,Data Center,12,22207.48,99.9,Si
8814,2904,Cloud,24,20470.88,99.9,Si
8815,2904,Voz IP,36,20442.03,99.9,No
8816,2904,Internet Dedicado,12,18401.52,99.95,No
8817,2905,Cloud,12,23522.35,99.5,Si
8818,2905,MPLS,24,23165.83,99.9,No
8819,2905,Data Center,24,24438.26,99.5,Si
8820,2906,Ciberseguridad Gestionada,12,7484.66,99.9,Si
8821,2906,Voz IP,36,15722.49,99.95,Si
8822,2906,SD-WAN,24,20089.26,99.95,Si
8823,2906,Data Center,12,11323.25,99.5,Si
8824,2907,Internet Dedicado,36,22096.48,99.9,No
8825,2907,MPLS,36,8006.17,99.9,Si
8826,2907,SD-WAN,36,10389.53,99.9,Si
8827,2907,Cloud,24,11974.9,99.9,No
8828,2908,Data Center,36,4637.18,99.95,Si
8829,2908,MPLS,12,4791.89,99.95,Si
8830,2908,MPLS,36,2353.36,99.9,No
8831,2909,Ciberseguridad Gestionada,24,11672.37,99.95,Si
8832,2909,MPLS,36,929.13,99.5,Si
8833,2909,Cloud,36,2847.76,99.95,Si
8834,2910,SD-WAN,12,20790.02,99.5,Si
8835,2911,Data Center,24,12184.12,99.95,Si
8836,2911,Voz IP,12,18621.22,99.5,Si
8837,2912,SD-WAN,24,5508.02,99.95,Si
8838,2912,MPLS,36,7983.72,99.95,Si
8839,2913,Voz IP,36,1675.33,99.9,No
8840,2913,MPLS,24,15460.47,99.9,No
8841,2913,Data Center,12,6052.84,99.5,No
8842,2914,MPLS,36,4349.19,99.9,No
8843,2914,MPLS,36,24312.88,99.9,Si
8844,2914,Internet Dedicado,12,5106.15,99.5,Si
8845,2914,MPLS,24,20352.23,99.9,Si
8846,2914,Ciberseguridad Gestionada,24,21076.41,99.95,Si
8847,2915,Ciberseguridad Gestionada,24,7303.15,99.9,Si
8848,2915,SD-WAN,24,15007.65,99.5,Si
